brand,model,price,description,category,country,source,sourceType,manufacturer,trademark,url
SAMSUNG,QE55Q8FNATXXH,427.499Ft,SAMSUNG QE55Q8FNATXXH 4K UHD Smart QLED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-qe55q8fnatxxh-4k-uhd-smart-qled-telev%C3%ADzi%C3%B3-1258964.html
LG,55SK8100PLA,281.699Ft,LG 55SK8100PLA 4K SUHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-55sk8100pla-4k-suhd-smart-led-telev%C3%ADzi%C3%B3-1261732.html
SONY,KD-65XF8577,349.999Ft,SONY KD-65XF8577 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kd-65xf8577-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1267304.html
ORION,50OR18UHD,89.999Ft,ORION 50OR18UHD 4K UHD LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,ORION,,https://www.mediamarkt.hu/hu/product/_orion-50or18uhd-4k-uhd-led-telev%C3%ADzi%C3%B3-1260034.html
SONY,KD-43XF7005,149.879Ft,SONY KD-43XF7005 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kd-43xf7005-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1267299.html
PHILIPS,50PUS7363,152.999Ft,PHILIPS 50PUS7363 4K UHD Android Smart Ambilight  LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PHILIPS,,https://www.mediamarkt.hu/hu/product/_philips-50pus7363-4k-uhd-android-smart-ambilight%C2%A0-led-telev%C3%ADzi%C3%B3-1260116.html
LG,50UK6300MLB,134.999Ft,LG 50UK6300MLB 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-50uk6300mlb-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1260461.html
LG,55UK6470PLC,169.199Ft,LG 55UK6470PLC 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-55uk6470plc-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1261730.html
THOMSON,55UV6006,116.999Ft,THOMSON 55UV6006 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,THOMSON,,https://www.mediamarkt.hu/hu/product/_thomson-55uv6006-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1273876.html
LG,49SK8100PLA,209.999Ft,LG 49SK8100PLA 4K SUHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-49sk8100pla-4k-suhd-smart-led-telev%C3%ADzi%C3%B3-1262150.html
LG,OLED55C8PLA,449.999Ft,LG OLED55C8PLA 4K UHD Smart OLED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-oled55c8pla-4k-uhd-smart-oled-telev%C3%ADzi%C3%B3-1260452.html
PHILIPS,43PUS7363,152.999Ft,PHILIPS 43PUS7363 4K UHD Android Smart Ambilight  LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PHILIPS,,https://www.mediamarkt.hu/hu/product/_philips-43pus7363-4k-uhd-android-smart-ambilight%C2%A0-led-telev%C3%ADzi%C3%B3-1260115.html
PANASONIC,TX-55FX633E,209.999Ft,PANASONIC TX-55FX633E 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PANASONIC,,https://www.mediamarkt.hu/hu/product/_panasonic-tx-55fx633e-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1267318.html
LG,49SK8500PLA,269.999Ft,LG 49SK8500PLA 4K SUHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-49sk8500pla-4k-suhd-smart-led-telev%C3%ADzi%C3%B3-1260460.html
PHILIPS,43PUS6503,112.999Ft,PHILIPS 43PUS6503 UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PHILIPS,,https://www.mediamarkt.hu/hu/product/_philips-43pus6503-uhd-smart-led-telev%C3%ADzi%C3%B3-1264206.html
LG,32LK610BPLB,75.599Ft,LG 32LK610BPLB Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-32lk610bplb-smart-led-telev%C3%ADzi%C3%B3-1261717.html
PHILIPS,43PFS5803/12,114.999Ft,PHILIPS 43PFS5803/12 Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PHILIPS,,https://www.mediamarkt.hu/hu/product/_philips-43pfs5803-12-smart-led-telev%C3%ADzi%C3%B3-1261365.html
SAMSUNG,UE55NU7442UXXH,215.999Ft,SAMSUNG UE55NU7442UXXH 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-ue55nu7442uxxh-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1263841.html
LG,49UK6400PLF,143.999Ft,LG 49UK6400PLF 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-49uk6400plf-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1261725.html
THOMSON,43UC6406,98.999Ft,THOMSON 43UC6406 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,THOMSON,,https://www.mediamarkt.hu/hu/product/_thomson-43uc6406-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1263107.html
LG,43LK6100PLB,112.499Ft,LG 43LK6100PLB Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-43lk6100plb-smart-led-telev%C3%ADzi%C3%B3-1261720.html
PHILIPS,55PUS6503,144.999Ft,PHILIPS 55PUS6503 UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PHILIPS,,https://www.mediamarkt.hu/hu/product/_philips-55pus6503-uhd-smart-led-telev%C3%ADzi%C3%B3-1264207.html
SAMSUNG,UE55NU7102KXXH,169.999Ft,SAMSUNG UE55NU7102KXXH 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-ue55nu7102kxxh-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1263574.html
PHILIPS,50PUS6703/12,139.999Ft,PHILIPS 50PUS6703/12 4K UHD Smart Ambilight LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PHILIPS,,https://www.mediamarkt.hu/hu/product/_philips-50pus6703-12-4k-uhd-smart-ambilight-led-telev%C3%ADzi%C3%B3-1264303.html
LG,55UK6400PLF,161.999Ft,LG 55UK6400PLF 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-55uk6400plf-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1261729.html
SAMSUNG,UE50NU7022KXXH,124.999Ft,SAMSUNG UE50NU7022KXXH 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-ue50nu7022kxxh-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1267376.html
SAMSUNG,UE49NU7102KXXH,149.994Ft,SAMSUNG UE49NU7102KXXH 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-ue49nu7102kxxh-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1263575.html
SAMSUNG,UE55NU8002TXXH,245.699Ft,SAMSUNG UE55NU8002TXXH 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-ue55nu8002txxh-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1258969.html
LG,55UK6300MLB,149.999Ft,LG 55UK6300MLB 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-55uk6300mlb-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1261728.html
THOMSON,32HD5536,62.999Ft,THOMSON 32HD5536 Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,THOMSON,,https://www.mediamarkt.hu/hu/product/_thomson-32hd5536-smart-led-telev%C3%ADzi%C3%B3-1273100.html
SAMSUNG,UE43NU7442UXXH,149.999Ft,SAMSUNG UE43NU7442UXXH 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-ue43nu7442uxxh-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1263848.html
LG,32LK6100PLB,85.499Ft,LG 32LK6100PLB Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-32lk6100plb-smart-led-telev%C3%ADzi%C3%B3-1261718.html
SAMSUNG,UE55NU7023KXXH,130.499Ft,SAMSUNG UE 55 NU7023KXXH 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-ue-55-nu7023kxxh-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1273062.html
PHILIPS,65OLED903/12,1079.900Ft,PHILIPS 65OLED903/12 UHD Android Smart Ambilight OLED+ televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PHILIPS,,https://www.mediamarkt.hu/hu/product/_philips-65oled903-12-uhd-android-smart-ambilight-oled-telev%C3%ADzi%C3%B3-1273596.html
PHILIPS,55OLED803/12,481.499Ft,PHILIPS 55OLED803/12 UHD Android Smart Ambilight OLED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PHILIPS,,https://www.mediamarkt.hu/hu/product/_philips-55oled803-12-uhd-android-smart-ambilight-oled-telev%C3%ADzi%C3%B3-1264208.html
SONY,KD-75ZF9,1400.000Ft,SONY KD-75ZF9 4K UHD HDR Smart Android LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kd-75zf9-4k-uhd-hdr-smart-android-led-telev%C3%ADzi%C3%B3-1270112.html
SHARP,LC-49CUG8062E,154.989Ft,SHARP LC-49CUG8062E 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SHARP,,https://www.mediamarkt.hu/hu/product/_sharp-lc-49cug8062e-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1252375.html
SONY,KD-77A1,3000.000Ft,SONY KD-77A1 4K HDR Smart OLED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kd-77a1-4k-hdr-smart-oled-telev%C3%ADzi%C3%B3-1244817.html
PHILIPS,65OLED803/12,854.990Ft,PHILIPS 65OLED803/12 UHD Android Smart Ambilight OLED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PHILIPS,,https://www.mediamarkt.hu/hu/product/_philips-65oled803-12-uhd-android-smart-ambilight-oled-telev%C3%ADzi%C3%B3-1264209.html
PHILIPS,55PUS8503/12,281.699Ft,PHILIPS 55PUS8503/12 4K UHD Android Smart Ambilight LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PHILIPS,,https://www.mediamarkt.hu/hu/product/_philips-55pus8503-12-4k-uhd-android-smart-ambilight-led-telev%C3%ADzi%C3%B3-1261371.html
SONY,KD-75XF9005BAEP,1084.990Ft,SONY KD-75XF9005BAEP 4K UHD Smart Android LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kd-75xf9005baep-4k-uhd-smart-android-led-telev%C3%ADzi%C3%B3-1256456.html
SONY,KD-49XF9005BAEP,373.999Ft,SONY KD-49XF9005BAEP UHD Smart Android LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kd-49xf9005baep-uhd-smart-android-led-telev%C3%ADzi%C3%B3-1260031.html
SAMSUNG,QE55Q7FNATXXH,413.999Ft,SAMSUNG QE55Q7FNATXXH 4K UHD Smart QLED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-qe55q7fnatxxh-4k-uhd-smart-qled-telev%C3%ADzi%C3%B3-1258966.html
SONY,KDL-50WF660,169.989Ft,SONY KDL-50WF660 Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kdl-50wf660-smart-led-telev%C3%ADzi%C3%B3-1267303.html
SAMSUNG,QE65Q7FNATXXH,649.999Ft,SAMSUNG QE65Q7FNATXXH 4K UHD Smart QLED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-qe65q7fnatxxh-4k-uhd-smart-qled-telev%C3%ADzi%C3%B3-1258956.html
SAMSUNG,QE75Q900RATXXH,2200.000Ft,SAMSUNG QE75Q900RATXXH 8K QLED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-qe75q900ratxxh-8k-qled-telev%C3%ADzi%C3%B3-1270794.html
SAMSUNG,QE85Q900RATXXH,4700.000Ft,SAMSUNG QE85Q900RATXXH 8K QLED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-qe85q900ratxxh-8k-qled-telev%C3%ADzi%C3%B3-1270793.html
SAMSUNG,UE55NU8502TXXH,269.909Ft,SAMSUNG UE55NU8502TXXH ívelt 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-ue55nu8502txxh-%C3%ADvelt-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1258968.html
SAMSUNG,UE49NU8002TXXH,224.999Ft,SAMSUNG UE49NU8002TXXH 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-ue49nu8002txxh-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1258971.html
LG,65W8PLA,1439.900Ft,LG 65W8PLA 4K UHD Smart OLED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-65w8pla-4k-uhd-smart-oled-telev%C3%ADzi%C3%B3-1260454.html
SAMSUNG,UE65NU8502TXXH,458.999Ft,SAMSUNG UE65NU8502TXXH ívelt 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-ue65nu8502txxh-%C3%ADvelt-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1258958.html
SONY,KD-65XF7096,274.999Ft,SONY KD-65XF7096 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kd-65xf7096-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1267302.html
PANASONIC,TX-55FX780E,349.999Ft,PANASONIC TX-55FX780E 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PANASONIC,,https://www.mediamarkt.hu/hu/product/_panasonic-tx-55fx780e-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1267321.html
LG,55UK6750PLD,215.999Ft,LG 55UK6750PLD 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-55uk6750pld-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1261731.html
SAMSUNG,QE75Q7FNATXXH,859.990Ft,SAMSUNG QE75Q7FNATXXH 4K UHD Smart QLED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-qe75q7fnatxxh-4k-uhd-smart-qled-telev%C3%ADzi%C3%B3-1258949.html
PHILIPS,55OLED903/12,719.990Ft,PHILIPS 55OLED903/12 UHD Android Smart Ambilight OLED+ televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PHILIPS,,https://www.mediamarkt.hu/hu/product/_philips-55oled903-12-uhd-android-smart-ambilight-oled-telev%C3%ADzi%C3%B3-1273595.html
LG,86SJ957V,1799.900Ft,LG 86SJ957V 4K UltraHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-86sj957v-4k-ultrahd-smart-led-telev%C3%ADzi%C3%B3-1230503.html
SAMSUNG,QE65Q900RATXXH,1600.000Ft,SAMSUNG QE65Q900RATXXH 8K QLED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-qe65q900ratxxh-8k-qled-telev%C3%ADzi%C3%B3-1270795.html
PHILIPS,65PUS8503/12,449.999Ft,PHILIPS 65PUS8503/12 4K UHD Android Smart Ambilight LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PHILIPS,,https://www.mediamarkt.hu/hu/product/_philips-65pus8503-12-4k-uhd-android-smart-ambilight-led-telev%C3%ADzi%C3%B3-1261373.html
SONY,KDL-32WE610BAEP,94.899Ft,SONY KDL-32WE610BAEP Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kdl-32we610baep-smart-led-telev%C3%ADzi%C3%B3-1229109.html
SAMSUNG,UE82NU8002TXXH,899.990Ft,SAMSUNG UE82NU8002TXXH 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-ue82nu8002txxh-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1258947.html
PANASONIC,TX-49FX780E,299.999Ft,PANASONIC TX-49FX780E 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PANASONIC,,https://www.mediamarkt.hu/hu/product/_panasonic-tx-49fx780e-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1267317.html
THOMSON,65UC6406,206.999Ft,THOMSON 65UC6406 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,THOMSON,,https://www.mediamarkt.hu/hu/product/_thomson-65uc6406-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1263110.html
PHILIPS,32PFS5803/12,89.999Ft,PHILIPS 32PFS5803/12 Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PHILIPS,,https://www.mediamarkt.hu/hu/product/_philips-32pfs5803-12-smart-led-telev%C3%ADzi%C3%B3-1261364.html
SAMSUNG,QE65Q9FNATXXH,719.990Ft,SAMSUNG QE65Q9FNATXXH 4K UHD Smart QLED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-qe65q9fnatxxh-4k-uhd-smart-qled-telev%C3%ADzi%C3%B3-1258953.html
LG,65SK9500PLA,575.999Ft,LG 65SK9500PLA 4K SUHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-65sk9500pla-4k-suhd-smart-led-telev%C3%ADzi%C3%B3-1261737.html
LG,86UK6500PLA,899.990Ft,LG 86UK6500PLA 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-86uk6500pla-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1260474.html
LG,65SK8100PLA,449.999Ft,LG 65SK8100PLA 4K SUHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-65sk8100pla-4k-suhd-smart-led-telev%C3%ADzi%C3%B3-1262151.html
SONY,KD-55XF8096BAEP,269.999Ft,SONY KD-55XF8096BAEP 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kd-55xf8096baep-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1259979.html
PANASONIC,TX-55FZ800E,569.999Ft,PANASONIC TX-55FZ800E 4K UHD Smart OLED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PANASONIC,,https://www.mediamarkt.hu/hu/product/_panasonic-tx-55fz800e-4k-uhd-smart-oled-telev%C3%ADzi%C3%B3-1267322.html
LG,49UK7550MLA,211.499Ft,LG 49UK7550MLA 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-49uk7550mla-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1261727.html
PANASONIC,TX-55FX700E,279.999Ft,PANASONIC TX-55FX700E 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PANASONIC,,https://www.mediamarkt.hu/hu/product/_panasonic-tx-55fx700e-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1267319.html
SAMSUNG,UE78KU6500SXXH,809.990Ft,SAMSUNG UE78KU6500SXXH UHD ívelt Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-ue78ku6500sxxh-uhd-%C3%ADvelt-smart-led-telev%C3%ADzi%C3%B3-1197201.html
LG,65UK6750PLD,296.999Ft,LG 65UK6750PLD 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-65uk6750pld-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1261735.html
LG,75UK6500PLA,467.999Ft,LG 75UK6500PLA 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-75uk6500pla-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1260473.html
SONY,KD-65XF9005BAEP,599.990Ft,SONY KD-65XF9005BAEP 4K UHD Smart Android LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kd-65xf9005baep-4k-uhd-smart-android-led-telev%C3%ADzi%C3%B3-1256458.html
SONY,KDL-40WE660BAEP,117.999Ft,SONY KDL-40WE660BAEP Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kdl-40we660baep-smart-led-telev%C3%ADzi%C3%B3-1236174.html
LG,OLED77C8LLA,2209.999Ft,LG OLED77C8LLA 4K UHD Smart OLED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,LG,,https://www.mediamarkt.hu/hu/product/_lg-oled77c8lla-4k-uhd-smart-oled-telev%C3%ADzi%C3%B3-1262149.html
TCL,U55C7006,197.999Ft,"TCL U55C7006 4K UHD Android Smart LED televízió, 5 év garancia",Televisions,Hungary,MediaMarkt (Hungary),online,TCL,,https://www.mediamarkt.hu/hu/product/_tcl-u55c7006-4k-uhd-android-smart-led-telev%C3%ADzi%C3%B3-5-%C3%A9v-garancia-1263111.html
SONY,KD-65ZF9,749.990Ft,SONY KD-65ZF9 4K UHD HDR Smart Android LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kd-65zf9-4k-uhd-hdr-smart-android-led-telev%C3%ADzi%C3%B3-1270113.html
SONY,KD-55XF7596,269.999Ft,SONY KD-55XF7596 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kd-55xf7596-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1270587.html
PHILIPS,49PUS8503/12,256.499Ft,PHILIPS 49PUS8503/12 4K UHD Android Smart Ambilight LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PHILIPS,,https://www.mediamarkt.hu/hu/product/_philips-49pus8503-12-4k-uhd-android-smart-ambilight-led-telev%C3%ADzi%C3%B3-1261368.html
SAMSUNG,UE55NU7302KXXH,197.999Ft,SAMSUNG UE55NU7302KXXH ívelt 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-ue55nu7302kxxh-%C3%ADvelt-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1263843.html
SONY,KD-55XF9005BAEP,364.999Ft,SONY KD-55XF9005BAEP 4K UHD Smart Android LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kd-55xf9005baep-4k-uhd-smart-android-led-telev%C3%ADzi%C3%B3-1256460.html
SONY,KD-65AF8BAEP,799.990Ft,SONY KD-65AF8BAEP 4K UHD Smart OLED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kd-65af8baep-4k-uhd-smart-oled-telev%C3%ADzi%C3%B3-1259983.html
SONY,KD-55AF8BAEP,599.999Ft,SONY KD-55AF8BAEP 4K UHD Smart OLED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kd-55af8baep-4k-uhd-smart-oled-telev%C3%ADzi%C3%B3-1260025.html
SONY,KD-75XF8596BAEP,699.990Ft,SONY KD-75XF8596BAEP 4K UHD Smart Android LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kd-75xf8596baep-4k-uhd-smart-android-led-telev%C3%ADzi%C3%B3-1256457.html
SAMSUNG,UE50NU7402UXXH,175.499Ft,SAMSUNG UE50NU7402UXXH 4K UHD Smart LED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-ue50nu7402uxxh-4k-uhd-smart-led-telev%C3%ADzi%C3%B3-1263846.html
SONY,KD-65AF9BAEP,1240.000Ft,SONY KD-65AF9BAEP 4K UHD Smart OLED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SONY,,https://www.mediamarkt.hu/hu/product/_sony-kd-65af9baep-4k-uhd-smart-oled-telev%C3%ADzi%C3%B3-1270115.html
SAMSUNG,QE65Q8CNATXXH,654.999Ft,SAMSUNG QE65Q8CNATXXH ívelt 4K UHD Smart QLED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,SAMSUNG,,https://www.mediamarkt.hu/hu/product/_samsung-qe65q8cnatxxh-%C3%ADvelt-4k-uhd-smart-qled-telev%C3%ADzi%C3%B3-1258955.html
PANASONIC,TX-65FZ950E,1119.999Ft,PANASONIC TX-65FZ950E 4K UHD Smart OLED televízió,Televisions,Hungary,MediaMarkt (Hungary),online,PANASONIC,,https://www.mediamarkt.hu/hu/product/_panasonic-tx-65fz950e-4k-uhd-smart-oled-telev%C3%ADzi%C3%B3-1267327.html
